setare_viteza_operare,setare_sarcina_utila,senz_temperatura_articulatie_3,senz_vibratii_efector_final,senz_curent_consumat_motor_1,ore_functionare_de_la_revizie,reteta_productie_activa,prob_cerere_piesa_mecanica_24h,prob_cerere_piesa_electrica_24h,estimare_calitate_produs_finit,estimare_timp_ciclu_secunde
90.99,4.06,51.97,1.0789,5.87,321.0,1,0.05,0.02,88.02,12.8
72.97,3.78,50.94,1.0007,5.76,323.7,2,0.05,0.02,91.48,12.76
58.06,9.44,48.39,1.0266,10.56,321.0,0,0.05,0.02,86.74,12.77
63.96,2.05,48.2,1.1439,4.35,323.9,1,0.05,0.02,86.1,12.67
70.77,8.67,48.35,1.0485,10.25,323.0,1,0.05,0.02,86.46,12.84
91.09,5.15,51.31,1.0729,7.04,326.0,0,0.05,0.02,88.08,12.66
67.88,7.9,47.42,0.8794,9.17,330.0,1,0.05,0.02,90.04,12.68
97.24,9.56,54.41,1.0528,10.48,330.6,2,0.05,0.02,90.24,12.67
82.77,6.84,51.14,1.0668,8.57,329.5,2,0.05,0.02,87.25,12.88
64.79,5.85,50.46,1.1052,7.47,328.3,1,0.05,0.02,87.21,12.72
92.91,1.03,51.53,1.1145,3.31,330.0,1,0.05,0.02,87.77,12.65
95.81,4.82,50.31,0.9823,6.4,332.8,1,0.05,0.02,88.41,12.77
71.33,2.66,50.61,1.0242,4.58,335.0,2,0.05,0.02,88.83,12.7
60.74,2.37,45.83,1.0518,4.07,335.6,0,0.05,0.02,88.88,12.8
63.94,8.41,48.32,0.8856,10.18,335.7,2,0.05,0.02,88.54,12.75
78.9,3.59,47.7,1.0301,4.85,336.4,2,0.05,0.02,86.33,12.72
88.98,1.44,50.94,1.0533,3.06,335.3,0,0.05,0.02,88.52,12.74
98.54,2.91,53.77,1.0981,4.71,338.1,0,0.05,0.02,86.03,12.82
81.84,6.27,51.79,1.1372,7.93,339.8,0,0.05,0.02,86.25,12.71
90.86,1.43,48.99,1.1883,3.36,341.0,1,0.05,0.02,86.43,12.7
96.01,4.27,51.31,1.223,6.27,343.7,2,0.05,0.02,85.21,12.75
91.15,5.13,51.64,1.0822,6.5,344.3,1,0.05,0.02,83.44,12.67
70.04,6.93,49.9,1.0766,8.58,345.3,0,0.05,0.02,86.78,12.63
54.1,6.1,49.01,0.9894,7.58,344.8,0,0.05,0.02,84.25,12.88
98.68,2.41,49.46,1.3345,4.37,347.1,1,0.05,0.02,86.4,12.62
89.42,7.95,52.21,1.0434,9.51,345.7,1,0.05,0.02,83.44,12.79
94.14,9.51,51.23,1.0947,10.4,346.1,0,0.05,0.02,89.08,12.79
70.9,8.29,50.08,0.8759,9.5,348.6,0,0.05,0.02,90.32,12.77
86.15,9.32,48.98,1.2189,10.57,351.8,2,0.05,0.02,87.23,12.85
53.08,2.5,47.05,0.8689,4.25,348.9,2,0.05,0.02,88.87,12.78
67.69,5.58,48.23,0.9342,7.38,349.2,1,0.05,0.02,91.41,12.82
96.48,6.49,49.0,1.1841,8.06,351.8,2,0.05,0.02,86.83,12.9
81.36,2.08,48.74,0.9429,4.22,354.7,0,0.05,0.02,89.02,12.8
54.01,6.26,45.35,0.9762,8.09,356.5,0,0.05,0.02,88.83,12.77
61.39,6.01,50.55,0.871,7.54,354.5,1,0.05,0.02,93.58,12.61
60.69,8.61,53.4,1.207,9.91,357.2,2,0.05,0.02,86.83,12.67
71.57,8.61,50.36,0.8784,10.15,359.4,0,0.05,0.02,90.63,12.78
68.02,8.23,48.74,1.1071,9.87,360.5,2,0.05,0.02,85.67,12.8
91.32,4.63,51.72,1.1164,6.52,359.6,2,0.05,0.02,86.45,12.84
74.26,3.69,49.76,0.9526,5.49,359.0,0,0.05,0.02,90.38,12.88
74.87,6.66,50.31,1.0505,8.27,360.5,1,0.05,0.02,88.29,12.78
68.47,5.19,53.42,0.9686,6.91,360.4,1,0.05,0.02,86.94,12.61
90.87,6.32,47.69,1.0224,7.79,365.0,1,0.05,0.02,86.06,12.83
74.69,1.24,51.42,0.964,3.09,364.5,1,0.05,0.02,87.67,12.77
96.5,7.89,50.83,1.1284,9.71,366.1,0,0.05,0.02,87.5,12.92
66.5,0.77,49.36,1.1016,2.5,367.5,2,0.05,0.02,89.36,12.69
96.93,1.64,49.44,1.204,3.7,369.3,2,0.05,0.02,83.39,12.67
79.31,3.23,51.8,1.0093,5.25,368.5,1,0.05,0.02,87.82,12.89
70.04,1.03,49.36,0.836,3.47,369.9,1,0.05,0.02,92.57,12.8
61.41,8.68,47.82,0.9791,10.33,370.1,1,0.05,0.02,87.97,12.84
52.58,3.03,44.94,0.9352,4.88,369.6,2,0.05,0.02,88.5,12.74
54.19,8.57,49.41,0.979,9.93,373.9,0,0.05,0.02,89.4,12.67
60.95,9.23,50.59,0.9218,10.53,372.2,1,0.05,0.02,83.5,12.76
97.84,0.76,52.22,1.014,2.95,376.1,0,0.05,0.02,88.88,12.63
71.15,6.45,48.08,1.0925,8.0,373.4,1,0.05,0.02,86.78,12.73
62.92,1.86,49.71,0.9308,3.65,376.3,2,0.05,0.02,90.98,12.77
90.39,8.65,49.05,0.9999,9.95,377.7,1,0.05,0.02,87.79,12.91
73.11,4.31,50.42,1.0499,5.97,376.7,0,0.05,0.02,89.01,12.83
93.11,7.32,51.78,1.165,8.31,379.5,0,0.05,0.02,87.06,12.71
86.5,2.31,48.51,1.0373,4.45,378.1,2,0.05,0.02,87.88,12.77
55.62,9.34,48.77,0.9715,10.73,379.6,1,0.05,0.02,86.92,12.85
82.4,0.79,50.74,0.7696,3.07,383.1,1,0.05,0.02,89.04,12.67
93.59,5.01,52.7,0.935,6.84,381.9,0,0.05,0.02,88.98,12.87
64.01,2.89,49.47,1.0764,4.69,385.2,2,0.05,0.02,88.08,12.89
67.46,5.87,51.3,1.0297,7.2,386.7,0,0.05,0.02,85.28,12.95
65.26,7.53,50.07,1.0071,9.03,385.8,2,0.05,0.02,86.15,12.82
60.3,5.27,47.87,1.1127,7.22,387.3,0,0.05,0.02,87.03,12.55
66.65,8.95,51.86,1.0187,10.34,386.6,0,0.05,0.02,90.12,12.83
85.67,2.13,50.36,1.3517,4.13,387.1,1,0.05,0.02,84.45,12.94
65.98,9.62,49.75,1.0275,10.58,390.0,0,0.05,0.02,87.89,12.77
50.89,8.66,48.95,0.8772,10.03,393.9,0,0.05,0.02,89.72,12.85
88.6,7.64,49.89,1.1164,9.19,391.6,2,0.05,0.02,87.78,12.85
80.55,8.22,49.55,1.1748,9.84,392.0,1,0.05,0.02,87.08,12.75
64.9,9.07,50.7,1.0538,10.13,395.6,2,0.05,0.02,89.82,12.85
71.27,7.32,48.12,0.8932,8.64,393.7,2,0.05,0.02,87.95,12.86
74.56,3.94,48.82,1.0298,5.65,396.4,1,0.05,0.02,88.88,12.92
99.2,2.42,52.32,1.1717,4.49,395.8,2,0.05,0.02,86.37,12.98
83.46,7.17,51.58,0.9808,8.49,400.3,0,0.05,0.02,95.21,12.78
53.08,7.27,49.99,0.9733,8.61,398.3,0,0.05,0.02,89.23,12.74
70.22,6.3,49.17,1.1026,7.9,398.5,0,0.05,0.02,88.39,12.79
82.72,6.82,49.51,0.9667,8.58,401.7,2,0.05,0.02,88.71,12.79
96.55,9.62,53.69,0.9984,10.41,401.3,1,0.05,0.02,82.76,12.96
91.06,6.67,54.0,0.9987,8.02,405.1,1,0.05,0.02,87.22,12.81
74.5,4.78,53.49,0.8452,6.64,402.7,2,0.05,0.02,84.95,13.0
68.56,4.24,49.62,0.9974,6.32,403.2,1,0.05,0.02,85.19,12.8
95.78,0.94,54.55,0.9726,3.51,404.2,2,0.05,0.02,85.66,12.69
96.63,6.18,54.12,1.0862,7.31,409.2,1,0.05,0.02,81.95,12.75
51.86,8.78,45.44,0.9917,10.2,410.8,1,0.05,0.02,89.41,13.03
95.89,1.48,52.64,1.156,3.43,411.3,0,0.05,0.02,87.28,12.71
75.43,7.01,48.9,0.9701,8.64,408.8,2,0.05,0.02,86.27,12.79
53.89,3.62,46.74,1.0014,5.23,412.0,2,0.05,0.02,87.18,12.77
85.11,6.01,50.48,1.1614,7.53,413.3,0,0.05,0.02,87.8,12.98
92.57,6.34,51.26,1.385,7.81,411.9,0,0.05,0.02,82.53,12.8
68.81,7.9,51.47,0.7747,9.37,416.9,0,0.05,0.02,90.3,12.73
53.49,2.97,47.61,1.0181,5.0,417.4,1,0.05,0.02,89.63,13.01
59.57,1.46,51.3,1.0901,3.48,416.6,2,0.05,0.02,81.84,12.96
58.11,4.76,50.42,1.0633,6.3,418.9,2,0.05,0.02,88.02,12.8
55.59,7.48,49.29,1.0491,9.06,420.7,1,0.05,0.02,84.0,12.92
58.85,9.56,47.21,1.1239,10.79,417.7,0,0.05,0.02,89.6,12.81
74.76,4.27,51.64,1.2268,6.08,419.1,1,0.05,0.02,86.8,12.8
90.91,5.73,51.82,1.143,7.45,423.6,0,0.05,0.02,88.74,12.85
54.54,4.42,48.18,0.9715,6.11,423.6,1,0.05,0.02,90.91,12.82
73.61,7.68,49.13,1.008,9.38,424.4,2,0.05,0.02,85.93,12.78
78.35,6.73,54.14,1.0139,8.2,423.4,2,0.05,0.02,87.09,12.9
92.43,9.0,54.97,1.0732,10.28,423.2,1,0.05,0.02,85.57,12.9
62.08,4.33,51.03,0.9376,6.21,426.2,2,0.05,0.02,88.4,12.86
56.32,6.66,48.69,0.9888,8.51,427.4,0,0.05,0.02,89.02,12.84
73.57,3.46,52.47,0.9827,5.25,427.3,1,0.05,0.02,87.73,12.96
65.38,4.37,50.22,0.8141,6.24,428.6,0,0.05,0.02,90.05,12.8
68.71,7.53,50.53,1.1329,9.08,430.4,2,0.05,0.02,87.15,13.05
93.87,3.91,52.63,1.2062,5.8,430.1,0,0.05,0.02,84.59,12.84
89.86,8.93,51.6,1.1901,10.68,430.1,1,0.05,0.02,84.27,12.9
84.09,5.59,55.12,1.0436,6.82,434.0,0,0.05,0.02,89.99,12.9
67.9,0.66,51.93,1.2108,3.0,436.6,1,0.05,0.02,85.82,12.85
99.93,2.99,53.76,1.2438,4.67,433.5,0,0.05,0.02,85.84,12.83
51.73,5.5,50.12,0.7683,7.22,436.9,0,0.05,0.02,89.27,12.84
51.1,7.22,47.33,0.9373,8.74,437.0,2,0.05,0.02,86.47,12.92
76.12,9.55,51.8,1.2526,10.9,440.6,1,0.05,0.02,85.91,12.94
84.27,9.37,52.18,1.1158,10.74,441.2,0,0.05,0.02,88.55,12.89
77.92,3.63,54.3,1.0035,5.28,441.1,0,0.05,0.02,86.72,13.0
50.49,5.09,47.93,0.9204,6.86,440.8,2,0.05,0.02,89.27,12.82
51.35,2.92,48.61,0.9831,5.07,444.3,2,0.05,0.02,87.23,12.76
54.34,4.72,48.83,1.1799,6.17,442.2,2,0.05,0.02,80.4,12.98
88.89,0.66,51.39,1.1967,3.08,446.2,2,0.05,0.02,84.23,12.97
99.95,6.02,53.87,1.0932,7.78,446.1,1,0.05,0.02,87.28,12.77
59.98,9.03,47.87,1.1671,10.04,446.7,0,0.05,0.02,85.72,12.96
56.61,9.23,49.85,0.8022,10.74,448.7,1,0.05,0.02,89.99,12.86
95.56,7.92,55.21,1.2313,9.69,447.0,2,0.05,0.02,82.99,13.11
53.8,6.02,49.21,0.8536,7.99,448.3,0,0.05,0.02,89.1,12.72
86.4,6.54,49.6,0.8765,8.34,449.8,2,0.05,0.02,88.35,12.81
83.71,7.43,51.36,1.0506,8.81,449.9,0,0.05,0.02,87.39,13.13
94.99,5.5,53.38,1.2872,7.18,453.7,1,0.05,0.02,86.52,12.84
80.96,7.41,50.17,1.2946,9.22,451.3,1,0.05,0.02,83.91,12.67
93.17,2.01,53.34,1.2152,4.25,454.3,0,0.05,0.02,87.88,12.84
59.02,6.6,48.27,0.9528,8.08,456.4,2,0.05,0.02,84.07,12.93
60.75,3.36,51.94,0.837,4.97,455.0,0,0.05,0.02,89.43,12.73
82.75,2.22,52.82,1.1001,4.17,458.0,2,0.05,0.02,88.54,12.99
91.84,2.8,52.74,1.2082,4.9,459.3,1,0.05,0.02,86.45,12.98
71.43,9.72,52.24,1.0304,11.06,461.3,2,0.05,0.02,86.66,13.05
89.46,1.45,52.67,1.3279,3.42,462.3,2,0.05,0.02,86.7,12.7
72.5,8.17,53.17,1.1154,9.46,459.0,1,0.05,0.02,86.67,12.89
50.4,9.06,47.44,0.9321,10.75,462.9,1,0.05,0.02,89.33,13.12
73.5,5.17,49.55,1.1399,7.27,465.1,1,0.05,0.02,86.81,12.89
88.74,1.84,52.03,1.2568,4.34,465.0,0,0.05,0.02,85.36,12.87
97.5,4.17,53.95,1.2331,6.04,463.4,0,0.05,0.02,84.07,12.83
69.23,0.96,53.1,1.203,2.9,468.6,2,0.05,0.02,81.54,12.96
72.35,7.74,51.77,1.0165,9.32,468.0,1,0.05,0.02,87.53,13.0
53.39,7.76,47.01,1.1098,9.31,467.0,1,0.05,0.02,89.3,12.99
86.03,6.57,53.82,1.2059,8.52,468.3,0,0.05,0.02,85.8,12.96
60.6,5.43,51.8,1.2595,7.16,472.5,0,0.05,0.02,82.31,12.98
56.98,2.13,47.19,1.1915,4.04,472.9,1,0.05,0.02,87.79,12.76
81.05,6.95,53.46,1.2025,8.89,470.6,0,0.05,0.02,81.48,12.89
52.12,6.6,48.12,1.1376,8.42,473.5,0,0.05,0.02,86.67,12.86
76.12,2.92,49.61,0.9108,4.53,473.8,2,0.05,0.02,87.34,12.77
96.76,5.43,50.53,1.2219,6.97,477.5,2,0.05,0.02,87.3,12.97
98.54,3.59,54.06,1.2749,5.25,474.3,0,0.05,0.02,85.13,12.9
85.91,7.7,55.19,1.0614,9.42,479.7,2,0.05,0.02,87.53,13.16
65.77,4.49,51.1,1.1506,6.58,477.4,2,0.05,0.02,85.38,12.85
73.82,3.69,52.41,1.1185,5.59,480.4,1,0.05,0.02,88.3,13.01
91.07,5.9,52.26,1.2007,7.72,482.8,0,0.05,0.02,88.23,13.09
85.39,2.23,50.79,1.3524,4.22,480.3,0,0.05,0.02,84.96,12.94
55.35,6.25,48.74,0.9834,7.86,484.0,0,0.05,0.02,86.21,13.03
91.84,2.92,54.49,1.1369,4.56,485.4,0,0.05,0.02,85.32,12.91
69.29,6.58,52.42,1.0939,8.04,483.5,0,0.05,0.02,84.83,12.94
76.41,8.48,51.32,1.1587,9.9,485.1,1,0.05,0.02,87.43,12.97
73.51,2.16,51.07,1.067,4.29,488.0,2,0.05,0.02,90.4,12.89
50.7,2.33,50.92,0.9716,4.59,486.4,2,0.05,0.02,84.71,12.98
51.0,7.23,51.2,1.1511,8.64,488.8,0,0.05,0.02,85.17,12.88
81.12,6.18,50.79,1.0992,8.0,490.7,0,0.05,0.02,84.11,12.92
95.51,1.66,52.62,1.3733,3.52,492.5,0,0.05,0.02,83.35,12.9
69.46,0.5,52.08,1.0163,2.68,489.8,0,0.05,0.02,88.05,12.98
77.96,7.66,52.45,1.1528,9.13,491.9,2,0.05,0.02,86.97,12.84
65.14,2.15,51.53,1.2352,4.12,492.3,2,0.05,0.02,85.03,13.05
83.3,4.23,50.03,1.1975,6.06,492.4,0,0.05,0.02,85.12,13.0
83.3,3.77,52.2,1.0987,5.75,494.9,0,0.05,0.02,86.04,12.94
74.52,6.89,50.08,1.1662,8.7,498.7,1,0.05,0.02,85.48,12.95
93.78,7.08,51.4,1.1912,8.41,500.0,1,0.05,0.02,86.5,13.01
52.63,9.0,49.59,0.9889,10.3,500.7,2,0.05,0.02,92.21,13.01
64.84,2.2,49.18,0.9814,4.54,501.8,0,0.05,0.02,88.0,12.76
84.26,8.1,50.73,0.9812,9.56,502.3,1,0.05,0.02,88.13,12.81
77.89,4.81,52.55,1.1632,6.82,501.5,1,0.05,0.02,86.27,13.02
60.02,6.04,48.83,1.0597,7.65,503.5,1,0.05,0.02,86.28,12.92
57.38,9.4,49.84,0.9466,10.69,504.0,2,0.05,0.02,87.65,12.87
51.88,8.74,48.1,0.9525,10.03,505.4,0,0.05,0.02,87.03,12.97
85.88,8.54,49.74,1.1695,9.99,503.6,2,0.05,0.02,84.77,12.96
56.46,9.9,51.95,1.0644,11.24,504.3,0,0.05,0.02,87.23,12.92
97.33,9.31,54.82,1.1992,11.1,509.0,1,0.05,0.02,84.49,12.96
92.25,4.05,50.93,1.3705,5.92,510.4,2,0.05,0.02,80.68,12.9
50.7,7.96,50.55,0.9362,9.28,510.8,1,0.05,0.02,88.97,12.84
57.26,2.05,51.22,0.9249,3.78,511.7,2,0.05,0.02,85.32,13.02
79.21,6.78,50.2,0.8619,8.54,510.4,1,0.05,0.02,91.54,13.02
96.53,2.63,55.31,1.1113,4.41,512.4,1,0.05,0.02,88.16,12.99
65.26,3.9,51.28,1.0824,5.97,515.6,1,0.05,0.02,88.25,13.07
71.22,2.27,49.79,1.1434,4.43,513.4,2,0.05,0.02,83.59,13.07
95.64,0.67,56.37,1.0962,3.04,517.9,1,0.05,0.02,87.09,12.87
51.17,5.5,49.83,0.8918,7.2,517.9,0,0.05,0.02,89.79,12.9
95.68,4.57,55.58,1.2464,6.54,515.4,0,0.05,0.02,83.86,12.79
77.35,9.36,52.04,1.1155,10.55,516.7,1,0.05,0.02,84.03,12.87
96.09,3.22,54.4,1.2792,4.95,521.1,2,0.05,0.02,81.93,13.06
67.33,7.04,46.14,0.9969,8.58,521.9,2,0.05,0.02,88.67,12.98
91.64,3.01,54.64,1.4321,5.0,519.7,2,0.05,0.02,83.58,13.0
83.33,1.43,49.93,1.2639,3.63,521.8,1,0.05,0.02,84.15,13.02
74.35,5.78,51.31,1.183,7.77,522.1,2,0.05,0.02,85.31,13.0
79.49,7.77,51.16,0.9855,9.42,526.1,0,0.05,0.02,86.11,13.04
51.87,9.22,49.37,0.9881,10.48,525.1,2,0.05,0.02,85.5,13.03
97.98,4.68,54.31,1.1136,6.22,527.8,0,0.05,0.02,83.2,12.98
62.7,5.68,51.39,1.2023,7.6,528.3,2,0.05,0.02,83.09,13.06
93.16,8.57,53.21,1.1595,10.16,526.1,1,0.05,0.02,87.7,12.76
57.19,9.58,51.21,1.2862,11.16,528.6,2,0.05,0.02,83.88,13.24
56.96,7.73,50.68,1.1118,9.38,529.9,2,0.05,0.02,86.16,12.95
87.91,8.6,51.01,1.1584,10.33,529.6,2,0.05,0.02,87.16,13.02
62.36,7.62,52.43,1.0644,9.39,532.9,0,0.05,0.02,84.9,13.06
87.13,0.98,51.12,1.1455,3.05,534.2,0,0.05,0.02,84.93,12.91
63.31,8.55,50.84,1.1042,9.77,532.1,0,0.05,0.02,87.27,13.12
80.52,7.79,49.44,1.1748,9.12,536.3,2,0.05,0.02,83.53,12.95
91.51,8.14,53.24,1.2141,9.51,535.2,0,0.05,0.02,86.91,12.9
91.6,1.81,53.58,1.2175,3.91,538.9,1,0.05,0.02,84.98,12.87
76.26,1.75,52.43,1.2624,4.16,540.2,1,0.05,0.02,87.19,12.98
53.64,4.67,48.02,1.0663,6.59,538.2,0,0.05,0.02,88.22,12.85
68.93,2.87,51.06,1.2706,4.92,538.2,0,0.05,0.02,86.43,13.04
71.59,0.64,51.85,1.1781,2.75,541.7,2,0.05,0.02,86.15,13.0
66.4,7.91,52.78,1.0404,9.77,542.4,1,0.05,0.02,90.33,13.22
59.99,3.08,49.35,0.9433,5.17,541.5,0,0.05,0.02,91.81,12.97
86.09,0.83,51.72,1.0853,3.07,542.8,1,0.05,0.02,89.49,13.06
61.75,6.52,51.53,0.9616,8.34,545.4,2,0.05,0.02,87.57,12.96
82.75,2.93,51.75,1.2591,5.19,544.8,0,0.05,0.02,83.57,13.08
78.26,9.01,52.13,1.3554,10.54,545.9,0,0.05,0.02,82.28,13.02
89.93,5.64,55.32,1.154,7.53,550.3,1,0.05,0.02,85.84,12.93
69.4,5.65,52.7,1.237,7.46,547.1,0,0.05,0.02,82.45,12.95
56.21,8.72,49.6,1.0347,10.37,551.4,1,0.05,0.02,85.47,13.01
68.65,5.02,47.74,0.9475,6.85,549.1,2,0.05,0.02,86.49,12.88
58.51,5.11,48.94,0.9592,7.33,553.6,0,0.05,0.02,90.92,12.85
56.82,4.73,49.96,1.2142,6.17,554.5,0,0.05,0.02,86.84,13.03
82.4,6.05,55.02,1.1661,8.1,552.7,2,0.05,0.02,85.1,13.16
95.7,9.08,52.48,1.2156,10.55,557.0,2,0.05,0.02,85.46,13.0
67.69,1.95,53.98,1.1137,3.68,554.7,2,0.05,0.02,84.1,12.98
87.65,0.74,52.38,1.3888,3.12,558.6,2,0.05,0.02,83.07,13.05
63.16,2.8,51.77,0.9151,4.8,558.6,0,0.05,0.02,89.91,12.9
62.98,6.26,48.81,1.1652,8.13,561.1,0,0.05,0.02,86.39,13.12
52.02,4.36,49.89,0.9454,6.31,558.1,0,0.05,0.02,84.61,13.0
67.31,2.48,49.16,1.1234,4.73,559.6,2,0.05,0.02,86.47,13.13
56.03,0.58,49.68,1.1467,3.04,560.0,1,0.05,0.02,85.7,12.92
59.62,1.78,49.48,0.9683,4.01,561.6,1,0.05,0.02,88.79,13.07
52.15,1.71,48.0,0.8913,4.09,564.9,1,0.05,0.02,88.0,12.99
83.45,6.96,54.46,1.2323,8.65,565.7,2,0.05,0.02,83.65,13.19
86.88,4.82,49.15,1.169,6.83,568.9,0,0.05,0.02,87.66,12.89
80.26,3.74,50.24,1.2397,6.25,568.8,2,0.05,0.02,86.67,13.03
61.18,4.22,52.1,1.1855,6.13,566.2,2,0.05,0.02,82.7,13.03
90.47,7.19,54.47,1.0822,8.87,569.4,0,0.05,0.02,87.3,13.06
60.94,7.18,51.83,1.0799,8.83,569.3,2,0.05,0.02,84.43,13.12
62.04,6.21,49.67,1.1374,7.85,570.8,1,0.05,0.02,82.3,13.21
81.78,3.08,52.01,1.322,4.89,573.8,1,0.05,0.02,85.26,13.05
62.66,1.06,49.92,1.1168,3.08,571.4,1,0.05,0.02,86.1,13.03
93.49,3.73,55.06,1.1527,5.92,573.4,1,0.05,0.02,86.71,12.98
98.34,8.31,54.64,1.2258,9.74,574.7,2,0.05,0.02,86.67,13.17
68.32,0.8,51.11,1.196,3.08,574.9,0,0.05,0.02,85.12,12.97
97.72,8.96,53.78,1.1406,10.25,579.3,0,0.05,0.02,84.55,13.04
59.47,5.84,53.05,1.0628,7.32,577.8,0,0.05,0.02,84.33,12.92
94.84,3.35,53.88,1.3606,5.41,580.2,0,0.05,0.02,83.51,13.16
55.03,7.15,47.95,1.0081,8.82,581.4,1,0.05,0.02,90.04,13.01
55.3,2.96,51.72,1.1355,5.13,583.9,1,0.05,0.02,86.18,12.88
82.72,8.5,51.1,1.1945,9.85,584.4,0,0.05,0.02,85.3,12.94
84.97,5.13,52.64,1.1875,6.91,581.9,2,0.05,0.02,83.86,13.09
97.43,9.41,53.5,1.3602,10.6,582.8,2,0.05,0.02,86.67,12.88
62.52,8.14,50.09,1.2565,10.02,587.0,0,0.05,0.02,84.97,13.09
80.68,9.0,51.54,1.1898,10.5,588.6,0,0.05,0.02,85.86,13.19
52.57,7.0,48.74,1.1489,8.58,586.5,0,0.05,0.02,86.96,13.03
68.38,4.26,49.11,1.1745,6.15,589.7,0,0.05,0.02,84.4,13.07
68.32,4.06,52.52,1.1397,5.79,588.4,1,0.05,0.02,85.12,13.03
94.42,5.4,54.94,1.3402,7.62,591.8,2,0.05,0.02,85.0,13.22
64.11,3.41,52.34,0.9462,5.27,592.7,1,0.05,0.02,90.04,12.92
99.8,5.7,54.77,1.3738,7.68,594.1,2,0.05,0.02,81.7,13.16
50.08,2.79,48.69,0.9854,4.67,592.9,2,0.05,0.02,88.17,12.92
60.15,1.91,52.39,1.0392,4.04,594.2,0,0.05,0.02,85.29,13.14
52.03,6.56,50.15,1.0146,8.56,595.4,0,0.05,0.02,89.66,13.12
61.16,2.55,53.02,1.2233,4.78,595.2,1,0.05,0.02,86.29,12.97
90.09,3.52,54.75,1.2029,5.31,596.8,0,0.05,0.02,84.0,12.98
82.97,2.92,52.76,1.2614,4.99,598.3,0,0.05,0.02,84.25,13.13
89.26,5.89,50.53,1.293,7.58,600.6,1,0.05,0.02,85.61,13.03
64.39,8.41,51.84,1.2544,9.98,601.8,1,0.05,0.02,87.12,12.98
52.94,3.05,49.96,1.15,5.06,601.0,1,0.05,0.02,85.43,12.98
52.26,9.85,50.9,1.1826,11.44,600.2,0,0.05,0.02,88.07,13.0
95.64,3.97,52.58,1.1461,6.57,603.9,2,0.05,0.02,85.23,13.1
57.55,8.41,49.92,1.0704,9.55,603.2,0,0.05,0.02,84.53,13.18
78.84,4.44,52.4,1.2545,6.15,606.7,1,0.05,0.02,88.87,13.06
88.37,9.76,53.39,1.3507,11.05,608.9,0,0.05,0.02,83.01,12.85
78.76,8.79,51.95,1.1148,10.34,609.4,2,0.05,0.02,85.94,13.4
62.29,7.34,48.8,1.2418,9.13,610.1,0,0.05,0.02,84.91,12.95
67.64,7.58,54.64,1.0779,9.18,608.0,1,0.05,0.02,86.16,13.12
78.84,1.23,53.98,1.2667,3.59,612.6,0,0.05,0.02,83.61,13.22
64.72,7.51,51.71,1.289,9.14,609.2,0,0.05,0.02,81.94,13.22
98.57,3.17,54.94,1.3886,5.43,610.9,2,0.05,0.02,83.78,13.13
64.93,5.8,50.42,1.1527,7.54,613.6,2,0.05,0.02,86.05,13.11
70.21,6.55,53.66,1.0673,8.46,615.5,1,0.05,0.02,85.25,13.05
75.51,6.04,50.79,1.1072,8.0,615.8,0,0.05,0.02,89.0,13.21
64.94,5.8,51.45,1.2437,7.37,617.8,1,0.05,0.02,81.73,13.1
67.56,0.55,51.54,1.1097,3.13,616.8,2,0.05,0.02,88.04,12.97
89.76,1.48,53.61,1.3137,3.43,616.5,1,0.05,0.02,84.88,12.98
92.21,4.77,56.35,1.2335,6.86,621.0,2,0.05,0.02,89.28,13.18
81.01,6.7,53.33,1.1629,8.31,619.7,2,0.05,0.02,84.4,13.21
96.64,2.99,51.78,1.4314,5.2,623.8,0,0.05,0.02,79.6,13.1
91.79,7.13,55.26,1.2667,8.45,623.0,2,0.05,0.02,85.52,13.37
85.81,6.16,55.37,1.3206,7.97,624.2,2,0.05,0.02,84.96,13.11
65.67,5.3,53.4,1.1007,6.86,624.2,2,0.05,0.02,83.36,13.17
51.17,1.51,50.94,0.8969,3.46,623.2,1,0.05,0.02,89.84,13.02
54.05,4.18,53.23,1.1657,6.41,627.7,1,0.05,0.02,84.18,12.9
97.94,2.19,54.07,1.4516,4.52,627.0,2,0.05,0.02,82.39,13.07
54.62,1.85,48.71,1.146,4.03,626.9,2,0.05,0.02,83.63,13.04
61.29,4.08,52.44,1.0511,6.22,629.5,1,0.05,0.02,88.14,13.13
81.75,5.06,53.34,1.1541,6.97,632.5,1,0.05,0.02,90.6,13.08
79.88,1.21,52.72,1.2731,3.46,629.8,1,0.05,0.02,87.15,13.09
85.0,2.36,52.54,1.3386,4.25,631.8,2,0.05,0.02,81.27,13.1
74.15,0.55,52.04,1.2322,2.77,631.8,1,0.05,0.02,84.58,13.23
76.78,7.95,53.15,1.1161,9.5,636.3,1,0.05,0.02,86.7,13.17
55.52,5.31,50.17,1.2303,6.75,633.6,1,0.05,0.02,87.27,13.03
83.28,1.19,52.59,1.1722,3.75,634.9,1,0.05,0.02,83.36,13.11
78.58,7.87,51.79,1.39,9.55,636.0,0,0.05,0.02,86.73,12.99
93.29,7.85,53.36,1.1933,9.75,637.5,1,0.05,0.02,83.5,13.36
61.61,9.22,49.36,0.9478,11.05,639.3,2,0.05,0.02,87.4,13.09
58.64,6.86,51.53,1.0968,8.34,640.4,0,0.05,0.02,89.29,13.24
50.25,9.02,48.82,0.9059,10.48,640.5,0,0.05,0.02,90.15,13.28
63.27,7.02,49.45,1.1424,8.97,640.9,0,0.05,0.02,84.96,12.86
